JDHEL V-C s1 V-K1 s2 V-K2 s3 V-K3 s4 V-K4 s5 C-K1 s6 C-K2 s7 C-K3 s8 C-K4 s9 K1-K2 s10 K1-K3 s11 K1-K4 s12 K2-K3 s13 K2-K4 s14 K3-K4 s15 HELCOR AIRMASS
Aperture: 2, Filter: IRCUT, JD: heliocentric
2461186.3673564 -0.68240 0.03400 -1.64741 0.07227 -1.57023 0.07016 -1.35665 0.05629 -0.54749 0.03114 -0.96501 0.07641 -0.88783 0.07443 -0.67425 0.06152 0.13491 0.03983 0.07718 0.09801 0.29076 0.08861 1.09991 0.07518 0.21358 0.08690 1.02274 0.07316 0.80916 0.05999 0.0037022 2.1817
2461186.3674894 -0.61971 0.03139 -1.75980 0.07765 -1.50300 0.06216 -1.30760 0.05254 -0.51652 0.02858 -1.14009 0.08090 -0.88328 0.06618 -0.68789 0.05723 0.10319 0.03650 0.25680 0.09708 0.45220 0.09121 1.24328 0.07985 0.19539 0.07845 0.98647 0.06490 0.79108 0.05574 0.0037022 2.1827
2461186.3676224 -0.48921 0.03186 -1.47070 0.06509 -1.46122 0.06656 -1.40825 0.06343 -0.40840 0.02934 -0.98149 0.06874 -0.97201 0.07014 -0.91905 0.06718 0.08080 0.03674 0.00948 0.09022 0.06244 0.08795 1.06229 0.06761 0.05297 0.08904 1.05282 0.06903 0.99985 0.06602 0.0037022 2.1837
2461186.3678899 -0.57381 0.02961 -1.70175 0.07434 -1.69456 0.07310 -1.38593 0.05441 -0.50631 0.02835 -1.12794 0.07726 -1.12074 0.07607 -0.81212 0.05834 0.06751 0.03531 0.00719 0.10215 0.31581 0.08974 1.19544 0.07679 0.30862 0.08871 1.18825 0.07558 0.87963 0.05771 0.0037022 2.1858
2461186.3680880 -0.72530 0.03319 -1.67779 0.07233 -1.50109 0.06325 -1.37473 0.05522 -0.49404 0.02848 -0.95248 0.07667 -0.77579 0.06818 -0.64943 0.06080 0.23127 0.03820 0.17669 0.09369 0.30306 0.08847 1.18375 0.07475 0.12636 0.08121 1.00706 0.06601 0.88069 0.05836 0.0037021 2.1873
2461186.3682202 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 -0.92975 0.06870 -0.97017 0.06925 -0.74562 0.06013 99.99999 9.99999 -0.04043 0.09026 0.18413 0.08346 99.99999 9.99999 0.22456 0.08392 99.99999 9.99999 99.99999 9.99999 0.0037021 2.1884
2461186.3683523 -0.53835 0.03615 -1.45126 0.07275 -1.39253 0.06819 -1.18574 0.05748 -0.44854 0.03463 -0.91291 0.07661 -0.85418 0.07230 -0.64739 0.06230 0.08980 0.04214 0.05873 0.09599 0.26552 0.08870 1.00272 0.07591 0.20679 0.08500 0.94398 0.07155 0.73719 0.06143 0.0037021 2.1894
2461186.3686196 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 -0.97347 0.06733 -0.90373 0.06385 -0.71908 0.05511 0.10387 0.03569 0.06974 0.08520 0.25439 0.07886 1.07734 0.06676 0.18465 0.07591 1.00760 0.06324 0.82295 0.05440 0.0037021 2.1915
2461186.3688178 -0.43837 0.03109 -1.42674 0.06447 -1.49739 0.07375 -1.17534 0.05573 -0.37346 0.03027 -0.98836 0.06701 -1.05902 0.07598 -0.73696 0.05864 0.06491 0.03535 -0.07065 0.09467 0.25140 0.08142 1.05327 0.06663 0.32205 0.08895 1.12393 0.07565 0.80187 0.05821 0.0037021 2.1931
2461186.3689507 -0.45400 0.03445 -1.53690 0.07788 -1.40628 0.07259 -1.17420 0.05895 -0.35643 0.03233 -1.08289 0.08062 -0.95228 0.07552 -0.72019 0.06252 0.09757 0.03845 0.13061 0.10287 0.36270 0.09374 1.18047 0.07974 0.23209 0.08940 1.04985 0.07458 0.81776 0.06138 0.0037021 2.1941
2461186.3690845 -0.40367 0.03100 -1.35762 0.06433 -1.28737 0.06111 -1.08702 0.05214 99.99999 9.99999 -0.95395 0.06660 -0.88370 0.06350 -0.68335 0.05492 99.99999 9.99999 0.07025 0.08491 0.27061 0.07870 99.99999 9.99999 0.20036 0.07609 99.99999 9.99999 99.99999 9.99999 0.0037021 2.1952
2461186.3692180 -0.61345 0.03120 -1.58871 0.06581 -1.50137 0.06054 -1.38008 0.05562 -0.53734 0.02887 -0.97525 0.06955 -0.88792 0.06459 -0.76663 0.06000 0.07611 0.03661 0.08734 0.08677 0.20862 0.08341 1.05136 0.06854 0.12129 0.07933 0.96403 0.06350 0.84274 0.05882 0.0037021 2.1962
2461186.3693508 -0.63755 0.02983 -1.70813 0.07168 -1.70983 0.07031 -1.30534 0.04984 -0.54682 0.02928 -1.07058 0.07487 -1.07228 0.07355 -0.66779 0.05432 0.09072 0.03639 -0.00170 0.09828 0.40279 0.08485 1.16130 0.07465 0.40449 0.08369 1.16301 0.07333 0.75851 0.05402 0.0037021 2.1973
2461186.3695494 -0.65805 0.03186 -1.64087 0.06798 -1.50839 0.06277 -1.34898 0.05465 -0.57273 0.02949 -0.98282 0.07192 -0.85034 0.06702 -0.69093 0.05948 0.08532 0.03769 0.13249 0.08999 0.29189 0.08453 1.06815 0.07091 0.15941 0.08040 0.93566 0.06593 0.77625 0.05825 0.0037020 2.1989
2461186.3696819 -0.55800 0.03308 -1.83877 0.09462 -1.52115 0.07328 -1.38956 0.06499 -0.53145 0.03263 -1.28077 0.09714 -0.96315 0.07651 -0.83156 0.06860 0.02655 0.03935 0.31762 0.11710 0.44922 0.11210 1.30733 0.09699 0.13159 0.09478 0.98970 0.07632 0.85811 0.06839 0.0037020 2.2000
2461186.3698148 -0.60017 0.03073 -1.68772 0.07214 -1.54468 0.06432 -1.43817 0.06063 -0.51275 0.02978 -1.08755 0.07538 -0.94451 0.06793 -0.83800 0.06445 0.08742 0.03695 0.14304 0.09420 0.24955 0.09173 1.17497 0.07500 0.10651 0.08571 1.03193 0.06751 0.92542 0.06401 0.0037020 2.2010
2461186.3699498 -0.60553 0.03247 -1.74549 0.07877 -1.65130 0.07580 -1.44376 0.06313 -0.50471 0.03068 -1.13996 0.08221 -1.04577 0.07937 -0.83823 0.06738 0.10082 0.03868 0.09419 0.10700 0.30173 0.09844 1.24078 0.08152 0.20754 0.09608 1.14659 0.07866 0.93905 0.06654 0.0037020 2.2021
2461186.3700841 -0.58081 0.02893 -1.68557 0.06982 -1.63366 0.06899 -1.44930 0.05867 -0.49535 0.02765 -1.10475 0.07267 -1.05285 0.07187 -0.86849 0.06203 0.08546 0.03420 0.05191 0.09593 0.23626 0.08880 1.19022 0.07216 0.18436 0.08815 1.13831 0.07136 0.95395 0.06144 0.0037020 2.2032
2461186.3702841 -0.34304 0.03103 -1.47179 0.07298 -1.28979 0.06131 -1.15990 0.05669 -0.57433 0.03454 -1.12875 0.07523 -0.94675 0.06398 -0.81686 0.05956 -0.23129 0.03907 0.18200 0.09195 0.31189 0.08894 0.89746 0.07674 0.12989 0.07964 0.71546 0.06575 0.58557 0.06146 0.0037020 2.2049
2461186.3704170 -0.37162 0.03080 -1.33417 0.06425 -1.30677 0.06303 -1.19816 0.05859 99.99999 9.99999 -0.96255 0.06677 -0.93515 0.06560 -0.82654 0.06134 99.99999 9.99999 0.02740 0.08651 0.13601 0.08332 99.99999 9.99999 0.10862 0.08239 99.99999 9.99999 99.99999 9.99999 0.0037020 2.2059
2461186.3705501 -0.64595 0.03154 -1.70992 0.07558 -1.59861 0.06652 -1.45150 0.06196 -0.51578 0.02933 -1.06397 0.07891 -0.95266 0.07029 -0.80555 0.06598 0.13017 0.03708 0.11131 0.09828 0.25842 0.09525 1.19414 0.07806 0.14711 0.08823 1.08283 0.06932 0.93573 0.06496 0.0037020 2.2070
2461186.3706843 -0.60323 0.03416 -1.45013 0.06776 -1.31424 0.06044 -1.18401 0.05588 -0.47151 0.03225 -0.84690 0.07167 -0.71101 0.06479 -0.58078 0.06056 0.13171 0.03981 0.13589 0.08730 0.26611 0.08422 0.97861 0.07077 0.13023 0.07845 0.84272 0.06380 0.71250 0.05951 0.0037020 2.2081
2461186.3708184 -0.64947 0.03163 -1.68054 0.07285 -1.70852 0.07228 -1.37797 0.05636 -0.58766 0.03055 -1.03107 0.07652 -1.05904 0.07598 -0.72850 0.06103 0.06181 0.03849 -0.02798 0.10039 0.30257 0.08961 1.09288 0.07608 0.33055 0.08915 1.12085 0.07553 0.79031 0.06048 0.0037019 2.2092
2461186.3710195 -0.65598 0.03167 -1.58954 0.06443 -1.65556 0.06830 -1.34715 0.05480 -0.53918 0.02866 -0.93356 0.06845 -0.99958 0.07211 -0.69116 0.05947 0.11681 0.03682 -0.06602 0.09136 0.24240 0.08176 1.05036 0.06711 0.30842 0.08485 1.11639 0.07084 0.80797 0.05793 0.0037019 2.2109
2461186.3711522 -0.67281 0.03481 -1.59231 0.07150 -1.48550 0.06931 -1.32218 0.05853 -0.57229 0.03179 -0.91950 0.07609 -0.81269 0.07403 -0.64937 0.06405 0.10053 0.04107 0.10681 0.09686 0.27013 0.08946 1.02002 0.07475 0.16332 0.08772 0.91322 0.07266 0.74990 0.06246 0.0037019 2.2120
2461186.3712856 -0.66652 0.03175 -1.68851 0.07321 -1.56594 0.06555 -1.47675 0.06135 -0.58166 0.02982 -1.02199 0.07692 -0.89942 0.06967 -0.81023 0.06574 0.08486 0.03804 0.12258 0.09595 0.21176 0.09313 1.10686 0.07615 0.08919 0.08724 0.98428 0.06881 0.89509 0.06483 0.0037019 2.2131
2461186.3714195 -0.43732 0.03016 -1.41307 0.06470 -1.40104 0.06523 -1.14279 0.05386 -0.47444 0.03205 -0.97575 0.06709 -0.96372 0.06761 -0.70547 0.05671 -0.03712 0.03665 0.01202 0.08859 0.27027 0.08058 0.93863 0.06797 0.25825 0.08101 0.92661 0.06848 0.66836 0.05774 0.0037019 2.2142
2461186.3715536 -0.28897 0.03305 -1.32901 0.07121 -1.29215 0.07010 -1.01974 0.05497 -0.39465 0.03615 -1.04004 0.07272 -1.00318 0.07163 -0.73076 0.05690 -0.10568 0.03904 0.03686 0.09545 0.30927 0.08495 0.93436 0.07418 0.27242 0.08403 0.89750 0.07312 0.62509 0.05876 0.0037019 2.2154
2461186.3717533 -0.61024 0.03927 -1.42762 0.07135 -1.31941 0.06533 -1.06391 0.05369 99.99999 9.99999 -0.81738 0.07666 -0.70917 0.07109 -0.45367 0.06056 99.99999 9.99999 0.10821 0.09275 0.36371 0.08495 99.99999 9.99999 0.25550 0.07996 99.99999 9.99999 99.99999 9.99999 0.0037019 2.2170
2461186.3718855 -0.36560 0.02920 -1.55084 0.07199 -1.44951 0.06611 -1.20131 0.05456 -0.35565 0.02858 -1.18524 0.07399 -1.08390 0.06829 -0.83571 0.05718 0.00995 0.03330 0.10133 0.09483 0.34953 0.08717 1.19519 0.07375 0.24820 0.08239 1.09386 0.06802 0.84566 0.05686 0.0037019 2.2181
2461186.3720203 -0.77320 0.03224 -1.68290 0.06698 -1.67215 0.06870 -1.33128 0.05190 -0.74062 0.03217 -0.90970 0.07150 -0.89895 0.07311 -0.55808 0.05761 0.03258 0.04075 0.01075 0.09377 0.35162 0.08226 0.94228 0.07147 0.34087 0.08366 0.93154 0.07308 0.59066 0.05757 0.0037019 2.2193
2461186.3721543 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 -0.69829 0.07601 -0.68079 0.07592 -0.31532 0.05904 0.24677 0.04507 0.01750 0.09549 0.38297 0.08270 0.94505 0.07338 0.36547 0.08262 0.92755 0.07330 0.56209 0.05561 0.0037018 2.2204
2461186.3722885 -0.91435 0.03662 -1.70189 0.07161 -1.55188 0.06213 -1.30799 0.05124 -0.70208 0.03195 -0.78755 0.07762 -0.63753 0.06896 -0.39364 0.05935 0.21227 0.04378 0.15002 0.09243 0.39390 0.08549 0.99981 0.07553 0.24389 0.07772 0.84980 0.06660 0.60591 0.05659 0.0037018 2.2216
2461186.3724868 -0.60474 0.03030 -1.71767 0.07283 -1.64860 0.06743 -1.46195 0.05862 -0.63310 0.02985 -1.11293 0.07622 -1.04386 0.07109 -0.85722 0.06279 -0.02836 0.03738 0.06907 0.09715 0.25572 0.09126 1.08457 0.07605 0.18664 0.08701 1.01549 0.07090 0.82885 0.06257 0.0037018 2.2233
2461186.3726187 -0.52463 0.03378 -1.47580 0.07223 -1.34556 0.06429 -1.20053 0.05820 -0.45651 0.03388 -0.95117 0.07529 -0.82093 0.06771 -0.67590 0.06196 0.06812 0.03999 0.13024 0.09306 0.27527 0.08897 1.01928 0.07533 0.14503 0.08265 0.88905 0.06775 0.74401 0.06201 0.0037018 2.2244
2461186.3727531 -0.45968 0.03140 -1.42971 0.06323 -1.35094 0.06138 -1.50739 0.07109 -0.30680 0.02791 -0.97003 0.06670 -0.89126 0.06494 -1.04771 0.07418 0.15288 0.03505 0.07877 0.08503 -0.07768 0.09228 1.12291 0.06512 -0.15645 0.09102 1.04414 0.06333 1.20059 0.07277 0.0037018 2.2255
2461186.3728857 -0.60857 0.03367 -1.50320 0.06996 -1.45108 0.06553 -1.27515 0.05698 -0.37285 0.02883 -0.89463 0.07427 -0.84251 0.07011 -0.66658 0.06220 0.23572 0.03812 0.05213 0.09315 0.22805 0.08734 1.13035 0.07220 0.17593 0.08384 1.07823 0.06792 0.90230 0.05972 0.0037018 2.2267
2461186.3730186 99.99999 9.99999 -1.53531 0.06036 -1.56096 0.06199 -1.42953 0.05569 -0.50632 0.02786 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 -0.02565 0.08415 0.10578 0.07962 1.02899 0.06336 0.13143 0.08087 1.05464 0.06491 0.92321 0.05893 0.0037018 2.2278
2461186.3732170 -0.46976 0.03115 -1.45576 0.06545 -1.44470 0.06555 -1.24333 0.05388 -0.41156 0.02963 -0.98600 0.06842 -0.97495 0.06852 -0.77358 0.05745 0.05820 0.03571 0.01106 0.08949 0.21243 0.08132 1.04420 0.06774 0.20137 0.08141 1.03314 0.06784 0.83177 0.05664 0.0037018 2.2295
2461186.3733503 -0.57420 0.03143 -1.80504 0.08284 -1.65816 0.07211 -1.48195 0.06369 -0.55248 0.03037 -1.23084 0.08572 -1.08396 0.07540 -0.90774 0.06739 0.02173 0.03752 0.14688 0.10752 0.32310 0.10206 1.25257 0.08534 0.17622 0.09356 1.10569 0.07497 0.92947 0.06690 0.0037018 2.2307
2461186.3734832 -0.42322 0.02976 -1.50115 0.06969 -1.54379 0.07165 -1.18286 0.05374 -0.39705 0.02971 -1.07794 0.07189 -1.12057 0.07379 -0.75964 0.05657 0.02617 0.03456 -0.04263 0.09704 0.31829 0.08468 1.10410 0.07187 0.36093 0.08630 1.14674 0.07377 0.78581 0.05654 0.0037017 2.2319
2461186.3737510 -0.42481 0.03285 -1.36548 0.06874 -1.41459 0.06982 -1.26919 0.06160 -0.31176 0.03048 -0.94067 0.07141 -0.98978 0.07246 -0.84438 0.06457 0.11304 0.03612 -0.04911 0.09432 0.09629 0.08840 1.05372 0.07036 0.14540 0.08925 1.10283 0.07142 0.95743 0.06340 0.0037017 2.2342
2461186.3739481 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 -1.01650 0.07350 -0.98809 0.07170 -0.85060 0.06625 0.05766 0.03664 0.02841 0.09560 0.16590 0.09159 1.07416 0.07308 0.13749 0.09015 1.04574 0.07127 0.90825 0.06579 0.0037017 2.2359
2461186.3740808 -0.53303 0.02956 -1.60922 0.06624 -1.51759 0.06199 -1.45564 0.05969 -0.55261 0.02989 -1.07619 0.06924 -0.98456 0.06518 -0.92262 0.06300 -0.01958 0.03604 0.09163 0.08811 0.15358 0.08650 1.05661 0.06938 0.06194 0.08329 0.96498 0.06533 0.90303 0.06315 0.0037017 2.2371
2461186.3742130 -0.50148 0.02989 -1.56075 0.06899 -1.43471 0.06071 -1.27411 0.05523 -0.50956 0.02952 -1.05927 0.07139 -0.93323 0.06343 -0.77263 0.05820 -0.00808 0.03477 0.12604 0.08882 0.28664 0.08517 1.05119 0.07124 0.16060 0.07861 0.92515 0.06326 0.76455 0.05801 0.0037017 2.2383
2461186.3743459 -0.53665 0.03086 -1.59031 0.06949 -1.59787 0.07149 -1.31636 0.05491 -0.45768 0.02978 -1.05365 0.07240 -1.06122 0.07433 -0.77970 0.05856 0.07897 0.03606 -0.00756 0.09696 0.27395 0.08547 1.13263 0.07195 0.28151 0.08710 1.14019 0.07388 0.85868 0.05799 0.0037017 2.2394
2461186.3747871 99.99999 9.99999 -1.34182 0.06960 -1.35926 0.06866 -1.12884 0.05780 -0.24253 0.03041 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 -0.01744 0.09406 0.21298 0.08645 1.09928 0.07111 0.23042 0.08570 1.11673 0.07019 0.88631 0.05961 0.0037016 2.2434
2461186.3749192 -0.59946 0.02954 -1.61868 0.06749 -1.70476 0.07103 -1.40194 0.05700 -0.55230 0.02905 -1.01922 0.07044 -1.10530 0.07384 -0.80248 0.06047 0.04716 0.03538 -0.08609 0.09557 0.21674 0.08566 1.06638 0.07024 0.30282 0.08848 1.15246 0.07364 0.84964 0.06023 0.0037016 2.2446
2461186.3750522 -0.62369 0.03496 -1.46099 0.06895 -1.44880 0.06521 -1.25973 0.05873 99.99999 9.99999 -0.83731 0.07356 -0.82511 0.07006 -0.63605 0.06408 99.99999 9.99999 0.01219 0.09187 0.20126 0.08739 99.99999 9.99999 0.18907 0.08447 99.99999 9.99999 99.99999 9.99999 0.0037016 2.2458
2461186.3751865 -0.68440 0.03504 -1.49902 0.06780 -1.46011 0.06274 -1.22540 0.05303 99.99999 9.99999 -0.81462 0.07267 -0.77572 0.06798 -0.54101 0.05914 99.99999 9.99999 0.03891 0.08938 0.27362 0.08286 99.99999 9.99999 0.23471 0.07877 99.99999 9.99999 99.99999 9.99999 0.0037016 2.2470
2461186.3753872 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 -1.00260 0.07187 -0.91457 0.06840 -0.72445 0.06142 99.99999 9.99999 0.08803 0.09057 0.27815 0.08541 99.99999 9.99999 0.19012 0.08252 99.99999 9.99999 99.99999 9.99999 0.0037016 2.2488
2461186.3756528 -0.42435 0.03318 -1.29600 0.06237 -1.32499 0.06800 -1.12274 0.05566 -0.51770 0.03580 -0.87165 0.06566 -0.90065 0.07103 -0.69840 0.05933 -0.09335 0.04127 -0.02899 0.08852 0.17325 0.07943 0.77830 0.06703 0.20225 0.08392 0.80730 0.07230 0.60505 0.06083 0.0037016 2.2512
2461186.3759176 -0.29279 0.03388 -1.35152 0.07353 -1.33843 0.07338 -1.01450 0.05767 -0.19288 0.03323 -1.05873 0.07529 -1.04564 0.07515 -0.72171 0.05990 0.09990 0.03696 0.01309 0.09953 0.33702 0.08858 1.15863 0.07500 0.32393 0.08846 1.14555 0.07485 0.82161 0.05953 0.0037016 2.2536
2461186.3761144 -0.56755 0.03268 -1.52891 0.06897 -1.46181 0.06739 -1.32835 0.05863 -0.45967 0.03079 -0.96135 0.07264 -0.89425 0.07114 -0.76080 0.06291 0.10788 0.03832 0.06710 0.09354 0.20055 0.08745 1.06924 0.07181 0.13345 0.08620 1.00214 0.07029 0.86868 0.06195 0.0037015 2.2554
2461186.3762472 -0.56705 0.03232 -1.59176 0.07202 -1.34637 0.05734 -1.11734 0.04959 -0.43326 0.02942 -1.02471 0.07539 -0.77931 0.06152 -0.55029 0.05437 0.13379 0.03690 0.24540 0.08903 0.47442 0.08425 1.15850 0.07419 0.22903 0.07211 0.91310 0.06004 0.68408 0.05270 0.0037015 2.2567
2461186.3763812 -0.49923 0.03102 -1.48239 0.06623 -1.41989 0.06308 -1.33432 0.05764 -0.47146 0.02979 -0.98316 0.06955 -0.92066 0.06656 -0.83509 0.06143 0.02776 0.03659 0.06250 0.08863 0.14807 0.08484 1.01092 0.06901 0.08557 0.08241 0.94842 0.06600 0.86285 0.06082 0.0037015 2.2579
2461186.3765164 -0.56896 0.03379 -1.59964 0.07558 -1.45705 0.06635 -1.29224 0.05805 -0.48738 0.03098 -1.03068 0.07920 -0.88809 0.07045 -0.72328 0.06269 0.08159 0.03899 0.14259 0.09764 0.30740 0.09220 1.11226 0.07804 0.16481 0.08479 0.96968 0.06914 0.80487 0.06122 0.0037015 2.2591
2461186.3766505 -0.57590 0.03126 -1.62287 0.07184 -1.55048 0.06693 -1.28568 0.05327 -0.49525 0.03006 -1.04698 0.07515 -0.97458 0.07047 -0.70979 0.05766 0.08065 0.03729 0.07239 0.09565 0.33719 0.08665 1.12762 0.07466 0.26480 0.08263 1.05523 0.06995 0.79043 0.05702 0.0037015 2.2604
2461186.3769807 -0.49844 0.03062 -1.66527 0.07825 -1.44598 0.06308 -1.27451 0.05349 -0.44199 0.02863 -1.16683 0.08102 -0.94754 0.06649 -0.77607 0.05747 0.05645 0.03552 0.21929 0.09801 0.39076 0.09213 1.22328 0.08029 0.17148 0.07965 1.00399 0.06560 0.83252 0.05644 0.0037015 2.2635
2461186.3771128 -0.39764 0.03164 -1.51633 0.07435 -1.47039 0.07194 -1.17640 0.05725 -0.35643 0.03098 -1.11869 0.07659 -1.07275 0.07425 -0.77876 0.06013 0.04121 0.03603 0.04594 0.10020 0.33994 0.09024 1.15990 0.07632 0.29399 0.08826 1.11396 0.07398 0.81997 0.05979 0.0037015 2.2647
2461186.3772457 -0.51670 0.03181 -1.58934 0.07365 -1.62616 0.07697 -1.31182 0.05884 -0.49748 0.03084 -1.07265 0.07676 -1.10947 0.07995 -0.79513 0.06268 0.01922 0.03765 -0.03682 0.10394 0.27752 0.09133 1.09187 0.07636 0.31434 0.09403 1.12869 0.07956 0.81435 0.06219 0.0037015 2.2660
2461186.3773796 -0.54560 0.03317 -1.61402 0.07858 -1.58819 0.07421 -1.35642 0.06100 -0.40336 0.03016 -1.06842 0.08177 -1.04260 0.07757 -0.81082 0.06505 0.14224 0.03769 0.02583 0.10532 0.25760 0.09647 1.21066 0.08059 0.23178 0.09294 1.18483 0.07633 0.95305 0.06357 0.0037015 2.2672
2461186.3777078 -0.52633 0.03065 -1.59718 0.07139 -1.40833 0.06007 -1.36389 0.06141 -0.48068 0.03105 -1.07086 0.07406 -0.88200 0.06322 -0.83756 0.06449 0.04565 0.03677 0.18885 0.09030 0.23329 0.09119 1.11651 0.07423 0.04444 0.08263 0.92765 0.06341 0.88321 0.06468 0.0037014 2.2703
2461186.3778402 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 -0.90816 0.06566 -0.85562 0.06307 -0.69264 0.05620 0.05498 0.03717 0.05254 0.08267 0.21553 0.07755 0.96314 0.06510 0.16298 0.07537 0.91060 0.06249 0.74761 0.05554 0.0037014 2.2716
2461186.3779731 -0.43258 0.03145 -1.50863 0.07034 -1.44430 0.06681 -1.21649 0.05323 -0.36890 0.02955 -1.07605 0.07306 -1.01172 0.06967 -0.78392 0.05678 0.06368 0.03556 0.06433 0.09388 0.29214 0.08475 1.13973 0.07227 0.22780 0.08184 1.07540 0.06884 0.84759 0.05576 0.0037014 2.2729
2461186.3781066 -0.45250 0.03225 -1.51850 0.07458 -1.40117 0.06762 -1.36787 0.06415 -0.48975 0.03362 -1.06601 0.07709 -0.94867 0.07037 -0.91537 0.06705 -0.03726 0.03886 0.11733 0.09734 0.15063 0.09496 1.02875 0.07767 0.03330 0.08959 0.91142 0.07101 0.87812 0.06772 0.0037014 2.2741
2461186.3783056 -0.29194 0.03373 -1.26298 0.06608 -1.17286 0.06169 -1.09902 0.05779 -0.21414 0.03207 -0.97104 0.06840 -0.88092 0.06417 -0.80707 0.06042 0.07780 0.03661 0.09012 0.08571 0.16397 0.08294 1.04885 0.06759 0.07384 0.07949 0.95872 0.06331 0.88488 0.05951 0.0037014 2.2760
2461186.3784384 -0.19391 0.03181 -1.37494 0.07647 -1.27065 0.06933 -1.05852 0.06016 -0.15557 0.03203 -1.18103 0.07750 -1.07674 0.07047 -0.86460 0.06146 0.03834 0.03441 0.10429 0.09900 0.31642 0.09281 1.21937 0.07759 0.21213 0.08702 1.11508 0.07057 0.90294 0.06158 0.0037014 2.2773
2461186.3785714 99.99999 9.99999 -1.27704 0.06448 -1.36810 0.06943 -1.01467 0.05180 -0.42200 0.03347 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 -0.09106 0.09089 0.26237 0.07825 0.85504 0.06753 0.35343 0.08238 0.94610 0.07227 0.59267 0.05555 0.0037014 2.2786
2461186.3787055 -0.43162 0.03480 -1.41608 0.07234 -1.25650 0.06383 -0.99615 0.05363 99.99999 9.99999 -0.98446 0.07548 -0.82488 0.06737 -0.56453 0.05781 99.99999 9.99999 0.15958 0.09253 0.41993 0.08581 99.99999 9.99999 0.26035 0.07877 99.99999 9.99999 99.99999 9.99999 0.0037014 2.2799
2461186.3788401 -0.59556 0.03497 -1.35270 0.06186 -1.38732 0.06262 -1.19041 0.05485 -0.52977 0.03372 -0.75714 0.06640 -0.79176 0.06710 -0.59485 0.05991 0.06579 0.04146 -0.03462 0.08430 0.16229 0.07870 0.82293 0.06575 0.19691 0.07930 0.85755 0.06646 0.66064 0.05920 0.0037013 2.2812
2461186.3791719 -0.56242 0.03703 -1.47763 0.07420 -1.33164 0.06543 -1.09070 0.05704 -0.50098 0.03468 -0.91521 0.07853 -0.76922 0.07030 -0.52828 0.06256 0.06144 0.04317 0.14599 0.09527 0.38693 0.08971 0.97665 0.07745 0.24094 0.08261 0.83066 0.06909 0.58972 0.06120 0.0037013 2.2845
2461186.3793041 -0.36605 0.03183 -1.35582 0.06503 -1.28576 0.06499 -1.15124 0.05618 -0.25593 0.03002 -0.98977 0.06744 -0.91971 0.06740 -0.78520 0.05895 0.11012 0.03494 0.07006 0.08808 0.20457 0.08179 1.09988 0.06660 0.13451 0.08177 1.02983 0.06657 0.89531 0.05799 0.0037013 2.2857
2461186.3794367 -0.41013 0.03475 -1.40577 0.07319 -1.23889 0.06421 -1.15085 0.05921 99.99999 9.99999 -0.99564 0.07605 -0.82876 0.06745 -0.74072 0.06271 99.99999 9.99999 0.16687 0.09327 0.25492 0.08990 99.99999 9.99999 0.08805 0.08275 99.99999 9.99999 99.99999 9.99999 0.0037013 2.2871
2461186.3795689 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 -0.91708 0.07124 -0.83445 0.06682 -0.70510 0.06157 0.19902 0.03719 0.08264 0.08881 0.21198 0.08493 1.11610 0.06932 0.12935 0.08125 1.03347 0.06476 0.90412 0.05933 0.0037013 2.2884
2461186.3797675 -0.43372 0.03684 -1.62894 0.09253 -1.45235 0.08088 -1.22953 0.06586 -0.39383 0.03646 -1.19522 0.09526 -1.01863 0.08399 -0.79581 0.06964 0.03989 0.04292 0.17659 0.11941 0.39941 0.10979 1.23511 0.09511 0.22283 0.10017 1.05853 0.08382 0.83570 0.06945 0.0037013 2.2903
2461186.3798997 -0.50332 0.03230 -1.57841 0.07778 -1.29351 0.06154 -1.27409 0.05435 -0.46395 0.02971 -1.07509 0.08053 -0.79019 0.06499 -0.77077 0.05822 0.03937 0.03630 0.28490 0.09607 0.30432 0.09163 1.11446 0.07952 0.01942 0.07832 0.82956 0.06374 0.81014 0.05682 0.0037013 2.2916
2461186.3800328 -0.51075 0.03241 -1.53107 0.07366 -1.51512 0.07515 -1.20402 0.05389 -0.52024 0.03271 -1.02031 0.07678 -1.00437 0.07821 -0.69327 0.05809 -0.00949 0.03924 0.01595 0.10243 0.32705 0.08803 1.01082 0.07690 0.31110 0.08928 0.99488 0.07834 0.68377 0.05825 0.0037013 2.2930
